id,serial,meter_type,status
62aeddc5-7ad7-4aa3-8e5d-a6bd401c8983,01262462,Electric,Active
636504c5-6ee3-42cc-8fe5-c29b9b50961e,01258534,Electric,Active
6390284e-aae6-434a-9caa-5623682e875c,01259227,Electric,Active
655da326-b426-48df-895e-f95960fec4db,01263558,Electric,Active
655e562f-4f79-42b5-bca6-8f70bc56fefb,01258475,Electric,Active
661908e3-515c-4ede-8f3d-5fe12808e27a,01257845,Electric,Active
6761022a-bc1f-40e4-9784-f3c6c72d4378,01257630,Electric,Active
678d8f0f-73c5-4d77-8a0a-9d49f5d2a85a,01262958,Electric,Active
698734ad-9fc8-4952-9d0e-497d215a19b7,01257688,Electric,Active
69a0f616-6dc6-4d28-9063-54e4a111eb22,01258431,Electric,Active
6cba3ac1-dd6e-48c8-883e-5485e71053b2,01263216,Electric,Active
6d1d8be2-8047-4ff7-a300-5e4b8823cc2c,01260970,Electric,Active
6da77950-c952-4f2f-bb04-d6889f015979,01258069,Electric,Active
6e263358-e258-471c-892e-4983182a1e3f,01257819,Electric,Active
6e7c72b7-2c42-4971-bb4d-8f250ada8b1c,01262478,Electric,Active
6fb3c910-c31b-4f54-ac78-106faf365cba,01258025,Electric,Active
705ae580-b51c-4c54-a20e-4cf2c67b6909,01262428,Electric,Active
710f7152-5764-45b6-8ad8-e923c5ea3c2d,01261137,Electric,Active
728d9eea-afcc-46b4-8a75-952fd46b7da1,01263193,Electric,Active
72bc5a0f-88d0-4a1f-93c0-20261ebe5068,01263283,Electric,Active
72e11912-f682-4c54-ac60-d3600408f600,01258477,Electric,Active
74150c94-277e-4adb-bd59-82f50b6df868,01262855,Electric,Active
747f2d4f-8bb3-4c85-a8d1-64b42cfa17da,01263855,Electric,Active
7591ac83-bbf3-4f7e-9996-67d8f5bdfd41,01263886,Electric,Active
76b896d3-b110-4f05-903b-8212783c8a67,01261459,Electric,Active
78be1582-b558-4a5a-86df-97070151c8f9,01260265,Electric,Active
794fb5f8-5371-4ca7-9dd9-c1730485311e,01263153,Electric,Active
7a01a710-edcb-43fe-8e63-dfde47255352,01262465,Electric,Active
7a30aecb-178a-4877-92e2-91982585a11d,01262448,Electric,Active
7a3669b0-6e5b-4cc0-9079-fd1b21db6e19,01257260,Electric,Active
7adaf8f3-8ee5-4825-923d-8c12e7b6ebe9,01260272,Electric,Active
7b69ca24-c24e-43e2-87c1-df22f8a2d398,01262432,Electric,Active
7b907945-4d8f-4eef-acf4-fe9f297ea48f,01263268,Electric,Active
7bb319f6-aafb-4c3e-a789-096d8cadf946,01263226,Electric,Active
7bda8efc-8238-4aed-84b1-a9234d3c449e,01263155,Electric,Active
7c034070-7ce8-435d-8dae-fb652e74ff9e,01261170,Electric,Active
7c1ec930-69d0-4fea-9f39-6666c49335a1,01263248,Electric,Active
7c94988b-6961-42b4-8813-9fbf09a319f1,01263047,Electric,Active
7ca46237-1d1c-480b-8d1a-5be1bd498645,01260378,Electric,Active
7cb745e1-b382-47e4-aab1-0104271e2d06,01262953,Electric,Active
7cefa746-ff2b-4e76-8e05-3c8b9ed8c1a4,01260337,Electric,Active
7d0df0ed-7482-4ca5-882f-7259df7ba5b1,01263211,Electric,Active
7d18e5a6-f933-432a-a66d-3495e2523383,01261379,Electric,Active
7d8fe321-6b9a-415b-ae1f-3e4d1e760bf3,01257484,Electric,Active
7e04b1b9-f714-428b-837a-ea37b4dca33b,01262661,Electric,Active
7f05dabe-d68c-4d6c-a51a-6d33d9656004,01263359,Electric,Active
7f38097d-72fa-4ff0-a8fe-d842314fd867,01263103,Electric,Active
7f7ad2a4-9b38-4ca4-befa-6a32d88b4e28,01262403,Electric,Active
7fa35e88-205b-4857-a5b9-1eea92f518f6,01261708,Electric,Active
7fc0b8dc-fc32-4875-be7d-bb171cb2b26f,01258461,Electric,Active
7fc7097b-0437-4633-a737-15bbbe113882,01263371,Electric,Active
80779e1c-bae7-4627-a85b-8b1b787621d5,01262513,Electric,Active
81aa3927-cd85-4c78-aeee-26fea12dae37,01262602,Electric,Active
81f40d8a-a334-46f6-a800-5dcaca263786,01259414,Electric,Active
82891a70-54ff-44c5-adc9-3eb79d5b4bdc,01257275,Electric,Active
828ab1f6-b086-4ca1-afcb-75320b2be91f,01258535,Electric,Active
82cb6113-85a2-4262-819c-faf5069296f2,01263117,Electric,Active
832a1b3d-e286-4f4a-8ec3-e467839ae3e1,01261648,Electric,Active
83923d2f-ed7d-4240-8731-e2f15404d232,01258615,Electric,Active
844c6be0-488e-4125-a610-5a2c079083da,01260708,Electric,Active
847a6c92-c01e-468b-8b8c-8bab0af6ab88,01259564,Electric,Active
847e5316-0ba8-4b77-bd73-6e54f34cf1a3,01259463,Electric,Active
84892068-3cac-4c71-ab66-a397f3ee8872,01257162,Electric,Active
84aa06c4-31b3-43d3-b340-f918dd9204fe,01259202,Electric,Active
84b685c6-1e41-4b85-8dcb-fd9d360e94ee,01262422,Electric,Active
85058197-9d4f-4ec1-bbe1-600afa241788,01262184,Electric,Active
85d066a4-104d-46ae-80e9-265ec2e013a7,01258176,Electric,Active
8806b658-3936-4ad3-b322-951afbbf4aad,01258856,Electric,Active
884e6fa4-e31a-4851-8656-6da8ef8925fb,01263400,Electric,Active
8877d439-0db5-4d3f-b485-5c60944377ea,01263453,Electric,Active
88cab438-4529-4477-83e9-58244fe18824,01263192,Electric,Active
897f920c-a1f9-4e1a-96bb-2c7fffc9f151,01262901,Electric,Active
8a5f9337-e643-4d10-a57a-28caffdf2aef,01263333,Electric,Active
8b136764-958b-48e7-a0b8-0365c63ff365,01262477,Electric,Active
8b549119-5f6b-4634-b766-83355931cc4d,01263360,Electric,Active
8e072813-6e62-4b74-892e-cec2affb84a9,01263562,Electric,Active
8e074d70-a6f5-4fec-b5fa-f042cd22ba86,01263224,Electric,Active
8ec7de8a-6e0d-4c2c-bf93-d6e5086d427c,01257142,Electric,Active
924bcd88-8254-4edd-abb1-4a7e8f75338b,01259173,Electric,Active
9473e0d4-624a-4748-9733-6d315ffb4940,01260859,Electric,Active
954e2f95-4987-4820-8534-3bc2cf60d0f6,01262439,Electric,Active
956e301c-e785-45bd-a3ce-81958c4dfdfd,01261891,Electric,Active
95c36f49-fa9c-4866-88fc-d9589c617646,01257791,Electric,Active
95d7e83d-cc7e-450f-8b29-f3ee663baf5b,01262613,Electric,Active
961209cf-d5ba-40e5-a11a-226df5f95149,01263316,Electric,Active
9617e08b-0d92-4af2-bf4b-451348128e43,01263131,Electric,Active
97169929-0a3a-4dea-af9f-6c0882b31e92,01264013,Electric,Active
97f4279b-1056-4d12-98aa-1cd9901aeb27,01263365,Electric,Active
9829e8a7-535a-49a9-9bf8-ed8bfbb66efa,01259187,Electric,Active
9845f59e-30be-4d00-be98-035d9c8b29dc,01259909,Electric,Active
998b367b-000e-4b67-a6b1-0312bdd72773,01259446,Electric,Active
9a601a5d-3e5e-400a-baa7-749c19c6a76f,01259199,Electric,Active
9a6159dd-3f72-49fd-8b84-bbb2ffbe99ea,01259949,Electric,Active
9b7c4d1f-89fd-435f-8099-a50b0c050f37,01263243,Electric,Active
9bdd23e3-705b-4315-897a-204f9e463e19,01259619,Electric,Active
9c8c749a-4fdf-4288-a6c8-7fa6963a59a3,01260757,Electric,Active
9ca23983-a283-4c9b-a96b-97b681fa0b03,01263189,Electric,Active
9d2bf19d-675a-47de-b6a9-b79bcffd645b,01263174,Electric,Active
9df2429f-8acc-451d-a451-493553435f44,01259445,Electric,Active
9f2ae86e-e7a2-4551-b28b-e1f50607ae96,01261310,Electric,Active
9f5e5fac-0f84-42a2-b9b2-695ffe7ec70d,01263472,Electric,Active
9f65e1b6-de34-4e2c-8a4f-ae1117ef5cd8,01261172,Electric,Active
a04c8efe-a685-4c0c-8e54-6c510ec4980a,01260207,Electric,Active
a04d391e-aab4-4a54-9198-1f601f46188e,01260858,Electric,Active
a04e0f3e-2fbb-4119-86b4-ce14f9cef62f,01259906,Electric,Active
a1330c30-5702-47c1-9222-a9447ad3428f,01263328,Electric,Active
a22b43f2-afcd-4229-9fa6-224ca7a33a22,01262248,Electric,Active
a2ab3861-8b76-4ab0-9f06-dc600d8721df,01263147,Electric,Active
a2c135f8-51fc-41c9-99b5-c02b4e6b2512,01258527,Electric,Active
a3e4a45f-0ed6-4d2a-8251-43da7a525ba1,01258090,Electric,Active
a4607925-2ade-4bfb-a675-193dc2f1a2f4,01263244,Electric,Active
a47663e5-c6ed-49e6-a416-eb9e5677483f,01262688,Electric,Active
a4a53d39-fedf-413b-ba98-800a027080b6,01263154,Electric,Active
a5c311c4-ed05-462e-9a20-79b2672ccdb1,01261025,Electric,Active
a674fd87-6ed1-489e-a165-5eef444816f7,01263118,Electric,Active
a72dcbdc-1ce4-4775-af21-80f873c8994c,01257509,Electric,Active
a77feb17-2f80-4e55-b242-01d47b2e763c,01263566,Electric,Active
a786f40e-5429-4fda-8c21-bfc429aab944,01263517,Electric,Active
a83d24be-bbcc-4b29-88f4-abb7e5e7ac69,01257893,Electric,Active
a9008491-db67-4294-9dfd-b003b74e80b2,01263252,Electric,Active
a91efa6d-5b40-4258-ac5e-cfe3dabb3f6f,01263520,Electric,Active
a97d84e6-8eeb-4a4e-85e0-054f3b4db198,01260849,Electric,Active
a984c44b-277f-4853-a0ea-43f43f4793c7,01258714,Electric,Active
aa6a62b0-878a-4b14-9207-b079e48392c1,01258321,Electric,Active
ab0b1976-8ac7-4268-bb5a-7c013152eee7,01257393,Electric,Active
abd4e3e7-6719-4ff0-b418-b55ceb5c97e4,01262500,Electric,Active
ac7420a6-1da6-4837-b3d2-4369e861c1f8,01257731,Electric,Active
ac9d0654-771c-4433-a1d8-b79761940ea0,01262433,Electric,Active
ad221ef0-ca26-447c-be50-f8694fe72760,01258713,Electric,Active
ad3d323f-e81c-4b8d-905d-0adcbfa834c9,01257056,Electric,Active
ad42c0e8-9bfe-4fcb-85bd-ea7da2a353dc,01258911,Electric,Active
ad50209a-8d6d-4ad0-8f16-6ee66f2d878d,01263220,Electric,Active
ada963f8-2048-470d-aa2f-9fd1b2386d91,01258998,Electric,Active
adf60dae-7d44-4fc5-9ed7-2e00a3d0097a,01257851,Electric,Active
ae01d246-e102-4e5c-8a33-d6be73ff6f67,01263516,Electric,Active
affca6de-8aad-4812-bb5e-bd6f1a9bc863,01262056,Electric,Active
b0a6fb63-b020-4533-9863-ebb55cb0c40c,01257642,Electric,Active
b0d0cf7f-c5e9-46de-9770-5fd554f4c6a1,01261010,Electric,Active
b1e6ac50-5dd0-4b8f-8c5e-0a95fd0c6598,01257439,Electric,Active
b33b146b-c293-4e69-9c16-86a67e1490b9,01263194,Electric,Active
b3910487-bbdc-43f3-8fc5-06968329a659,01259763,Electric,Active
b41da72b-1bd1-4156-a7f9-909ca0feffb4,01261132,Electric,Active
b458204b-7678-4239-808f-3d48637df386,01258533,Electric,Active
b4eb6e6a-dda1-4799-8715-db368521d864,01258739,Electric,Active
b5e02718-a937-46e9-8f35-a574b55518c4,01257167,Electric,Active
b66e1711-826d-41a7-9cdf-26a7e9c5b8a1,01260987,Electric,Active
b6759e01-b42b-467b-89c8-5f0cebb3e77e,01259171,Electric,Active
b7527b29-2ac5-4dea-a4dd-23ce90881cb0,01258955,Electric,Active
b7fb9147-bca8-47d4-be9d-1a189449cecb,01258743,Electric,Active
b89534dd-840d-4b48-aa5e-1f5746fe7045,01258914,Electric,Active
b99434bf-6819-4d17-b375-210bf636b4ed,01259026,Electric,Active
b9a59714-2768-41c1-a59f-60dd2919e816,01263438,Electric,Active
ba3593c1-4bf3-406e-b969-6e99df8ba4d4,01263017,Electric,Active
bbf74363-01e5-4676-b75b-9c3d96a2b381,01263565,Electric,Active
bc64b38d-e264-4efc-9365-28e99dd33e14,01262445,Electric,Active
bc72fda6-9fe0-49ec-9c36-d5db35dd46d5,01257164,Electric,Active
bcd399ca-da1c-45f9-ab47-e1efc39c0df7,01259907,Electric,Active
bdf42a70-ec65-4e46-8346-c55bb0320a25,01258948,Electric,Active
be7c2fa2-cc94-4a3c-88f6-24641b65d589,01263366,Electric,Active
bed8e330-de98-488b-a177-9dfd920d4ef5,01264019,Electric,Active
bf771944-9051-49fb-8139-ab7907959742,01259947,Electric,Active
c002534f-9a49-4b45-b7e0-ae7caed248c7,01263401,Electric,Active
c0283521-8efc-422a-8067-2af720b7e19f,01258374,Electric,Active
c0e7e7c6-6ff7-4305-892e-cc2b6e4c188b,01260040,Electric,Active
c0fd10fc-6cad-476e-9fa5-455d9a8c2b65,01263616,Electric,Active
c14d36b9-7877-4a21-946c-de356dcd936c,01262536,Electric,Active
c1545c21-0f7c-42fd-8e35-7deb6b0b3b48,01258079,Electric,Active
c171fabf-80dc-49de-a870-a0004cce9d91,01258544,Electric,Active
c217b192-2d52-4856-b3a6-da033db110ae,01261628,Electric,Active
c24565d5-48a6-42e4-8f65-7f6595cbad89,01260956,Electric,Active
c24be709-deb6-4ef0-9f30-4070c4661cf2,01258415,Electric,Active
c25c788b-5e20-4939-b92b-51450700dc9d,01259114,Electric,Active
c28b79af-3ec0-4f68-a237-c9f9394ea960,01263171,Electric,Active
c2a17802-11f0-477a-8280-c69c49303c4a,01258662,Electric,Active
c2ed4e61-05b4-4ab9-a330-0539aac13380,01260860,Electric,Active
c2edaa82-4853-4460-b5d5-099a0f2adf44,01263691,Electric,Active
c31b85ff-b118-47f0-91ee-87550d0ef928,01263548,Electric,Active
c41f8fce-841f-46b0-8412-99bcbee4ab7e,01263184,Electric,Active
c4c209ad-49e0-4987-bc0f-b50e4d94439b,01257996,Electric,Active
c574d96e-7bb7-4914-a6b2-9317775c2472,01264012,Electric,Active
c591cbb6-f5f6-42f5-9c8c-e3179806ff1d,01258536,Electric,Active
c5be7c0d-a4e1-4f4c-a339-c7385e9a9163,01258391,Electric,Active
c5bfb375-c85b-42ce-85c1-3fce0e471a97,01260697,Electric,Active
c6511325-9b82-4012-8ea7-7334e0c4fa5d,01260645,Electric,Active
c704d24d-06ed-4a16-96c6-86434c2fece3,01263949,Electric,Active
c7c8c33a-cb62-4e62-9bc2-c34631cd3867,01262615,Electric,Active
c7f2b95b-6552-4d0f-9133-104600e672aa,01263159,Electric,Active
